epoch,train_loss,test_acc@1
1,1.5972307091173918,53.90625
2,1.4965896450954934,52.96875
3,1.3902244153230086,52.1875
4,1.2411940512449846,53.28125
5,1.097812004711317,58.59375
6,1.000559845696325,66.25
7,0.9178804832956066,71.09375
8,0.8268191011055656,78.28125
9,0.7075685210849928,86.5625
10,0.5779845947804658,90.46875
11,0.4538123037504113,92.1875
12,0.35030603473601135,90.46875
13,0.2762287349804588,93.125
14,0.23742921844772671,92.8125
15,0.24876397103071213,91.5625
16,0.20178475068963092,95.625
17,0.180293554197187,95.78125
18,0.14629630064186844,96.875
19,0.122440406323775,97.8125
20,0.10429494390669077,97.65625
21,0.08710411644500235,97.65625
22,0.07532434084493181,98.59375
23,0.07138381396298824,98.4375
24,0.06540740143669688,98.125
25,0.05273727740606536,98.4375
26,0.0627225485994764,99.21875
27,0.08485697185539681,96.5625
28,0.07288570872143559,98.125
29,0.05406052028031453,99.375
30,0.04072498534198688,98.125
31,0.04126710416344197,99.375
32,0.045036439378948315,97.03125
33,0.059666292620417866,98.59375
34,0.030424552726680817,99.375
35,0.02628766793919646,99.375
36,0.02751295240191014,99.375
37,0.025685122337840174,99.375
38,0.023989929088755794,98.90625
39,0.025013039981865364,99.53125
40,0.019574366833852684,99.6875
41,0.016660878677730976,99.6875
42,0.016451873229411634,99.6875
43,0.025298234945891993,99.53125
44,0.01687395501800853,99.53125
45,0.014174770462610151,99.6875
46,0.01430126577210815,99.6875
47,0.018969162832945585,99.6875
48,0.03234762880627228,98.28125
49,0.028555880179223808,99.375
50,0.01834059385177882,99.53125
51,0.015134933384378319,99.6875
52,0.013872750812088665,99.6875
53,0.011749269663477722,99.6875
54,0.01137513481080532,99.6875
55,0.011255667504409084,99.6875
56,0.009656077281207494,99.6875
57,0.011263484985608122,99.53125
58,0.012908268223881074,99.53125
59,0.010658750462386271,99.6875
60,0.01035247354403786,99.6875
61,0.010665911533262419,99.6875
62,0.008364448455445792,99.6875
63,0.011520295829066763,97.96875
64,0.029823250623176926,99.6875
65,0.017973879109258236,98.4375
66,0.02982748844458357,99.0625
67,0.012262497360453657,99.375
