epoch,train_loss,test_acc@1
1,1.2785473149102013,50.07102272727273
2,1.1970088014731537,53.03977272727273
3,1.1461924335978053,55.22727272727273
4,1.1008226208321683,56.34943181818181
5,1.054462493271441,58.4375
6,1.0061328824575957,61.36363636363637
7,0.9448983757882505,64.5596590909091
8,0.8661618673049651,67.74147727272727
9,0.760263456686123,71.50568181818183
10,0.6669421153025584,73.94886363636364
11,0.6039043229979437,76.66193181818181
12,0.5574968418291023,78.59375
13,0.5126753034623893,81.93181818181819
14,0.4673563754773355,84.14772727272727
15,0.42688171565532684,85.61079545454545
16,0.39162576547614086,86.03693181818181
17,0.37262956100004213,86.60511363636364
18,0.3589882441871875,86.93181818181817
19,0.3485576786973455,87.07386363636364
20,0.3450069909428691,87.65625
21,0.33351472892739753,87.58522727272727
22,0.3300465442710095,87.51420454545455
23,0.32430099937561396,87.54261363636363
24,0.31901097324517397,88.22443181818181
25,0.3164666484336595,88.50852272727273
26,0.31336806976311915,87.91193181818183
27,0.307297385020836,88.86363636363637
28,0.3014903314210273,88.42329545454545
29,0.2999802100228834,88.86363636363637
30,0.29688270591400767,88.96306818181819
31,0.2933409391893997,88.94886363636364
32,0.28983715049049874,89.2471590909091
33,0.285958097324715,88.96306818181819
34,0.2825177762288231,88.90625
35,0.28123480316486443,89.92897727272727
36,0.28344556736248033,89.46022727272728
37,0.2772948816418648,89.63068181818183
38,0.27523162551559843,89.73011363636364
39,0.27087708139741745,89.63068181818183
40,0.27173212271284414,89.92897727272727
41,0.26774147790562997,90.0
42,0.26980654834895523,89.64488636363637
43,0.2644423500777365,90.1278409090909
44,0.2636862979815887,89.6875
45,0.2632779535409567,89.85795454545455
46,0.26116791354106356,90.14204545454545
47,0.2609689102113784,90.2840909090909
48,0.25799457587905833,90.22727272727272
49,0.25589946657419205,90.26988636363636
50,0.2559019901059769,90.41193181818183
51,0.2554745077080018,90.17045454545455
52,0.25241528800478924,89.80113636363637
53,0.25357091185208913,90.22727272727272
54,0.25233054805446314,90.07102272727273
55,0.24989064568066383,90.63920454545455
56,0.24742970320287053,90.69602272727273
57,0.24607055332209612,90.39772727272727
58,0.24463437665421683,90.38352272727272
59,0.24484063866170677,90.4971590909091
60,0.2458130786413545,90.55397727272727
61,0.24340158257935499,91.02272727272728
62,0.2443904869325526,90.4971590909091
63,0.24383302979372642,90.7528409090909
64,0.2417354162883114,90.58238636363637
65,0.24202596201553,90.4403409090909
66,0.24415308005503705,90.71022727272727
67,0.23971787887113588,90.95170454545455
68,0.23943261110836322,90.625
69,0.23699504150463654,91.16477272727272
70,0.2380177871668124,91.03693181818183
71,0.2369114840822714,90.66761363636363
72,0.23301936501452514,91.34943181818181
73,0.23252826355196335,90.9659090909091
74,0.23222099056652,90.9090909090909
75,0.2330051043683344,90.68181818181819
76,0.23300445784588117,91.17897727272727
77,0.23369286736255293,90.95170454545455
78,0.23152863982695718,91.60511363636363
79,0.2300546186732816,91.13636363636364
80,0.23068735218262887,90.99431818181817
81,0.2273979711908478,91.00852272727272
82,0.22975128039986165,91.2784090909091
83,0.22936372086405754,90.88068181818181
84,0.22741722886089807,91.17897727272727
85,0.226910916333263,90.92329545454545
86,0.22780964104039175,91.47727272727273
87,0.22766273861398567,91.0653409090909
88,0.22832967804090396,91.07954545454545
89,0.2287535383156291,91.02272727272728
90,0.22597310705496385,91.67613636363636
91,0.2262948089958848,91.29261363636364
92,0.2270011218549969,91.26420454545455
93,0.22510689476857315,91.44886363636363
94,0.22336587460862622,90.95170454545455
95,0.22440333979892302,91.4346590909091
96,0.2214503086566388,91.44886363636363
97,0.22223872057086713,91.03693181818183
98,0.22499602304788324,91.29261363636364
99,0.22294022941643055,91.25
100,0.22160438619352676,91.67613636363636
101,0.22027210663030813,91.60511363636363
102,0.22147585223386954,91.29261363636364
103,0.21980903277526032,91.32102272727273
104,0.2180672232900654,91.80397727272728
105,0.21892296781276796,91.9034090909091
106,0.21720990276819951,91.50568181818181
107,0.2187012443402866,91.5909090909091
108,0.21674059445525076,91.51988636363636
109,0.21679170993534294,91.63352272727273
110,0.21697636737345574,91.71875
111,0.2183479233770757,91.88920454545455
112,0.21529097774544279,91.36363636363637
113,0.21725868682066599,91.2215909090909
114,0.21680284979509878,91.70454545454545
115,0.217471015178137,91.44886363636363
116,0.2173662294071537,92.03125
117,0.21422954548049616,91.86079545454545
118,0.2142301748196284,91.76136363636364
119,0.2158465372012542,92.0596590909091
120,0.2133409534622957,91.2784090909091
121,0.21482489046615524,91.86079545454545
122,0.21317401595480806,91.54829545454545
123,0.2130509478686092,91.78977272727272
124,0.21078424823579486,91.61931818181817
125,0.21208995080611728,91.77556818181817
126,0.2112063033556616,91.80397727272728
127,0.21624295101375193,91.61931818181817
128,0.21300801466982644,92.0596590909091
129,0.21124822961854506,91.80397727272728
130,0.21083191886275737,92.14488636363637
131,0.20950425711569484,91.77556818181817
132,0.21101666496949154,91.8465909090909
133,0.2092673277129998,91.88920454545455
134,0.2105169829551701,91.88920454545455
135,0.20796992334428135,92.0028409090909
136,0.21023743086167285,92.1875
137,0.20749569217766728,91.86079545454545
138,0.20756368174611986,92.11647727272727
139,0.20517473943061657,92.01704545454545
140,0.20551592084738585,92.0028409090909
141,0.20493795806625942,91.94602272727272
142,0.20439963898545987,92.0028409090909
143,0.20279991116609658,91.7471590909091
144,0.20279071785442465,92.1875
145,0.2030071475887084,91.77556818181817
146,0.20252462775186375,91.97443181818183
147,0.20102039120487264,92.11647727272727
148,0.2004984439359055,91.97443181818183
149,0.2025251378145841,92.30113636363636
150,0.2019548053005794,92.20170454545455
151,0.2020807130983821,92.13068181818181
152,0.20006943084635176,92.42897727272728
153,0.19798624592724148,92.27272727272727
154,0.19921222980226483,92.23011363636363
155,0.19934240235267459,92.11647727272727
156,0.19650585687643773,92.2159090909091
157,0.1957972939084242,92.35795454545455
158,0.19659716642654693,92.3721590909091
159,0.1939745284952559,92.32954545454545
160,0.19564078520010184,92.10227272727273
161,0.196382022655762,92.59943181818183
162,0.19577730245686867,92.45738636363636
163,0.1930148631737039,92.55681818181817
164,0.19275861179774945,92.57102272727272
165,0.19529093795263017,92.2159090909091
166,0.1947427802123465,92.61363636363636
167,0.19162687132353182,92.5
168,0.19208891830734304,92.35795454545455
169,0.19077841558300698,92.72727272727272
170,0.19107171349428795,92.41477272727273
171,0.19138210280253007,92.64204545454545
172,0.18984232762375394,92.61363636363636
173,0.19160885937713287,92.23011363636363
174,0.19129643653024425,92.35795454545455
175,0.1907548463089509,92.25852272727273
176,0.18947584913657592,92.38636363636363
177,0.18783524753274145,92.67045454545455
178,0.18928670742221781,92.4715909090909
179,0.1869065385681015,92.98295454545455
180,0.18786061383985184,92.9403409090909
181,0.18843581232133214,92.82670454545455
182,0.18643244060578648,92.79829545454545
183,0.18628325289836875,92.48579545454545
184,0.18667857144195754,92.86931818181819
